,Adaptive momentum,Fixed momentum (20d half-life),Buy and hold
2023-04-07,1.1254429030951631,1.178593765713513,0.871831739375361
2023-04-10,1.1254429030951631,1.178593765713513,0.8686389430347699
2023-04-11,1.1254429030951631,1.178593765713513,0.8743137663470566
2023-04-12,1.1254429030951631,1.178593765713513,0.867934500706117
2023-04-13,1.1254429030951631,1.178593765713513,0.8429192846162454
2023-04-14,1.1254429030951631,1.178593765713513,0.8401739884792395
2023-04-17,1.1254429030951631,1.178593765713513,0.8496617284712047
2023-04-18,1.1254429030951631,1.178593765713513,0.8692788692138272
2023-04-19,1.1254429030951631,1.178593765713513,0.8436122964955243
2023-04-20,1.1254429030951631,1.178593765713513,0.8756614324150294
2023-04-21,1.1254429030951631,1.178593765713513,0.8625556037276192
2023-04-24,1.1254429030951631,1.178593765713513,0.8748016781358148
2023-04-25,1.1254429030951631,1.178593765713513,0.8906717738599905
2023-04-26,1.1412748757574356,1.1951734289086733,0.9036464803049725
2023-04-27,1.144468810433801,1.1985182023194858,0.9061753958974639
2023-04-28,1.1267988777588342,1.1800137784753093,0.8921845749233647
2023-05-01,1.137522422910206,1.1912437604024204,0.9006753373490225
2023-05-02,1.1269775555279324,1.1802008945912417,0.8923260496378125
2023-05-03,1.088631704190846,1.14004409836233,0.8619643074045412
2023-05-04,1.0880873883387505,1.1394740763131488,0.897415031946778
2023-05-05,1.099153183245598,1.1510624712943662,0.9069904059385081
2023-05-08,1.1282786240556224,1.18156340818592,0.9310239035310993
2023-05-09,1.1147502741011888,1.16739616000937,0.919860688245111
2023-05-10,1.1386865510127817,1.1924628663387717,0.9396122332013807
2023-05-11,1.1651311061493663,1.220156308391967,0.9614335390610161
2023-05-12,1.1916004404620228,1.2478756998579295,0.983275292002375
2023-05-15,1.1920808849362003,1.2483788340999953,0.9836717413192742
2023-05-16,1.173001624075197,1.2283985242652111,0.9679280699028566
2023-05-17,1.1709127523999847,1.226211002244316,0.9662043915316036
2023-05-18,1.1361493790876298,1.1898058723630638,0.9375186300263126
2023-05-19,1.1101738602094513,1.1626036175647088,0.9160843597436069
2023-05-22,1.1123821276985288,1.16491617406002,0.917906560194708
2023-05-23,1.0978175881702728,1.1496638005799598,0.9058883103088876
2023-05-24,1.0972686793761877,1.1478232198191956,0.9044380075381866
2023-05-25,1.0972686793761877,1.147249308209286,0.9036912533423896
2023-05-26,1.0972686793761877,1.147249308209286,0.9291014597797388
2023-05-29,1.1176184861637788,1.168526049446928,0.9467970092139162
2023-05-30,1.1176987159695078,1.1686099337232683,0.9468649763610727
2023-05-31,1.1375723191220442,1.1893887802327079,0.9637010150093887
2023-06-01,1.1260100589733908,1.177299858707654,0.9539059789894726
2023-06-02,1.121496444549009,1.1725806489796964,0.9500822442439799
2023-06-05,1.1366746715829033,1.1884502448150376,0.9629405676689872
2023-06-06,1.1178685557828951,1.1687875097464224,0.9470088571480778
2023-06-07,1.1142907086685416,1.165046691563993,0.9439778631288914
2023-06-08,1.0946407472430852,1.144501673670554,0.9273312838720907
2023-06-09,1.0940934268694638,1.1471882362302799,0.9295080683757982
2023-06-12,1.1196239174855815,1.1745312796300718,0.9516627406879664
2023-06-13,1.1086726450660773,1.1630429469787436,0.9423543311747336
2023-06-14,1.1129629657195417,1.1675436688090288,0.946001036329689
2023-06-15,1.0998384339955118,1.1537754982656654,0.934845390549286
2023-06-16,1.0830375131775738,1.136150645206459,0.9205648717947494
2023-06-19,1.082495994420985,1.1174441050911974,0.9054079172345557
2023-06-20,1.082495994420985,1.1168853830386518,0.9246840471949819
2023-06-21,1.082495994420985,1.1546929773633283,0.9564477920892425
2023-06-22,1.0900632114187874,1.1633422357764696,0.9636120896771158
2023-06-23,1.079942269044526,1.152540917461623,0.9546652118001254
2023-06-26,1.0914161443589971,1.164786119044001,0.9648080776932708
2023-06-27,1.0870803654153958,1.1601588692503706,0.9609752641789208
2023-06-28,1.100115435317934,1.174070216046658,0.9724982206609798
2023-06-29,1.105379844335935,1.1796885226667593,0.9771519399330469
2023-06-30,1.1104939146886932,1.1851463841703616,0.9816727603476382
2023-07-03,1.1207596892855176,1.1961022709908176,0.9907476694059164
2023-07-04,1.112482315171489,1.1872684540091043,0.9834304994624625
2023-07-05,1.1069767922171596,1.181392824673378,0.9785636363088279
2023-07-06,1.0813770234211635,1.15407212257599,0.9559335296816595
2023-07-07,1.0754606468483765,1.147758020166348,0.9507034733574948
2023-07-10,1.0749229165249523,1.125917021894995,0.9326122794356603
2023-07-11,1.0749229165249523,1.1253540633840475,0.9313768865119416
2023-07-12,1.0749229165249523,1.1253540633840475,0.9196169099480174
2023-07-13,1.0749229165249523,1.1253540633840475,0.9215660608949724
2023-07-14,1.0749229165249523,1.1253540633840475,0.9280817422865482
2023-07-17,1.0749229165249523,1.1253540633840475,0.9104491937920977
2023-07-18,1.0749229165249523,1.1253540633840475,0.9007720148917244
2023-07-19,1.0749229165249523,1.1253540633840475,0.8895767815927862
2023-07-20,1.0749229165249523,1.1253540633840475,0.8995518827564577
2023-07-21,1.0749229165249523,1.1253540633840475,0.9219452127970096
2023-07-24,1.0749229165249523,1.1253540633840475,0.9336552999838923
2023-07-25,1.0698889542747307,1.12008392746442,0.9297497345417055
2023-07-26,1.0693540097975935,1.1440947434054203,0.9496804283048154
2023-07-27,1.0471233564393074,1.1208823625927677,0.930412492778323
2023-07-28,1.0465997947610879,1.1454610407168881,0.9508145527498629
2023-07-31,1.0372315900088391,1.1357806509721031,0.942779137211093
2023-08-01,0.998332518010042,1.0931857148531328,0.907422295122408
2023-08-02,0.997833351751037,1.0926391219957063,0.9423900018613023
2023-08-03,1.0203385377808143,1.11728256236656,0.9641159106551452
2023-08-04,1.0064085472616913,1.1020290607838423,0.9509534895591317
2023-08-07,1.0094990532212942,1.1054132007429822,0.953873702662234
2023-08-08,1.0071768596663642,1.102870371800143,0.9516794664641205
2023-08-09,1.009325534152805,1.1052231953454767,0.9537097448300654
2023-08-10,0.9892742452387049,1.0832668008478004,0.9347633207213842
2023-08-11,0.9887796081160856,1.0737319408707582,0.9265355809182464
2023-08-14,0.9887796081160856,1.073195074900323,0.9332787340276688
2023-08-15,0.9887796081160856,1.0767634949464997,0.9368485655552357
2023-08-16,1.0057304281369304,1.0957610197204248,0.9533775470048121
2023-08-17,1.007559001386412,1.0977532824902778,0.955110934630698
2023-08-18,1.0419768007175498,1.1352520812106102,0.9877371296643004
2023-08-21,1.0323104413615527,1.1247204123969972,0.9785739486433591
2023-08-22,1.0367907144274244,1.129601748832626,0.9828210029493176
2023-08-23,1.0100518236088407,1.100469256218437,0.9574739940241984
2023-08-24,0.9931811309545101,1.082088339355313,0.9414814982926603
2023-08-25,0.9926845403890329,1.1031747784373103,0.9598279599802555
2023-08-28,0.9798576190108499,1.0894717506152711,0.9479055071676454
2023-08-29,0.9878557912505194,1.0983646576485109,0.955642867541402
2023-08-30,0.9876930139286523,1.0981836708496389,0.9554853982143833
2023-08-31,0.9740359858435657,1.08299886643787,0.9422737112486125
2023-09-01,0.9735489678506439,1.0784862434379185,0.938347459658326
2023-09-04,0.9735489678506439,1.0779470003161997,0.9322686606121547
2023-09-05,0.9735489678506439,1.0779470003161997,0.9265777067024838
2023-09-06,0.9735489678506439,1.0779470003161997,0.937061043941689
2023-09-07,0.9735489678506439,1.0779470003161997,0.9463204484841198
2023-09-08,0.9659000221047304,1.0694778237316955,0.9393585910485064
2023-09-11,0.965417072093678,1.056721377714811,0.928154172507694
2023-09-12,0.965417072093678,1.0561930170259537,0.9324826783397546
2023-09-13,0.965417072093678,1.0561930170259537,0.9318299678140187
2023-09-14,0.965417072093678,1.0561930170259537,0.9460035432462192
2023-09-15,1.0021999213283137,1.096434472901276,0.982519729577645
2023-09-18,1.014807000503674,1.1102269667104356,0.9948792436411881
2023-09-19,1.0150239652832789,1.1104643321888215,0.9950919478851704
2023-09-20,1.013291160280012,1.1085685955199547,0.9933931699597403
2023-09-21,1.001911715054411,1.0961191672548796,0.9822371828080126
2023-09-22,0.9899671394010098,1.0830514706487888,0.9705271626901255
2023-09-25,0.9768410363374214,1.0686911503299663,0.9576588168062504
2023-09-26,0.9721297084907923,1.0635368271712324,0.9530400052664467
2023-09-27,0.971643643636547,1.0579361428008907,0.9480212074914761
2023-09-28,0.971643643636547,1.0697577328984933,0.9586145861136751
2023-09-29,0.9664219634617198,1.0645436596853122,0.9539422322885923
2023-10-02,0.9659387524799891,1.0623483930544064,0.9519750442533229
